RMS Current (A),RMS Voltage (V),PF,Power(KW),Power (W),%Power/Nominal_Power,Label,Class,Time
2.247,237.324,0.434,0.238,238.221,23.822,2,2,"04/30/2021, 17:52:16"
2.248,237.322,0.434,0.238,238.354,23.835,2,2,"04/30/2021, 17:52:17"
2.248,237.34,0.434,0.238,238.374,23.837,2,2,"04/30/2021, 17:52:18"
2.249,237.388,0.434,0.238,238.334,23.833,2,2,"04/30/2021, 17:52:19"
2.25,237.446,0.434,0.238,238.301,23.83,2,2,"04/30/2021, 17:52:19"
2.251,237.481,0.434,0.238,238.274,23.827,2,2,"04/30/2021, 17:52:21"
2.252,237.477,0.433,0.238,238.252,23.825,2,2,"04/30/2021, 17:52:21"
2.251,237.428,0.434,0.238,238.416,23.842,2,2,"04/30/2021, 17:52:22"
2.25,237.379,0.434,0.238,238.386,23.839,2,2,"04/30/2021, 17:52:24"
2.252,237.351,0.434,0.239,238.387,23.839,2,2,"04/30/2021, 17:52:25"
2.252,237.365,0.434,0.238,238.502,23.85,2,2,"04/30/2021, 17:52:26"
2.252,237.419,0.434,0.238,238.438,23.844,2,2,"04/30/2021, 17:52:27"
2.253,237.47,0.434,0.239,238.568,23.857,2,2,"04/30/2021, 17:52:27"
2.253,237.471,0.433,0.238,238.51,23.851,2,2,"04/30/2021, 17:52:28"
2.252,237.451,0.434,0.239,238.528,23.853,2,2,"04/30/2021, 17:52:30"
2.253,237.438,0.433,0.239,238.514,23.851,2,2,"04/30/2021, 17:52:31"
2.254,237.438,0.434,0.239,238.55,23.855,2,2,"04/30/2021, 17:52:31"
2.255,237.46,0.433,0.239,238.635,23.863,2,2,"04/30/2021, 17:52:32"
2.256,237.506,0.433,0.239,238.692,23.869,2,2,"04/30/2021, 17:52:34"
2.257,237.554,0.433,0.239,238.692,23.869,2,2,"04/30/2021, 17:52:35"
2.258,237.586,0.433,0.239,238.751,23.875,2,2,"04/30/2021, 17:52:36"
2.258,237.585,0.433,0.239,238.641,23.864,2,2,"04/30/2021, 17:52:37"
2.257,237.547,0.433,0.239,238.551,23.855,2,2,"04/30/2021, 17:52:38"
2.256,237.493,0.433,0.238,238.478,23.848,2,2,"04/30/2021, 17:52:38"
2.254,237.417,0.433,0.238,238.418,23.842,2,2,"04/30/2021, 17:52:39"
2.253,237.341,0.433,0.238,238.326,23.833,2,2,"04/30/2021, 17:52:41"
2.254,237.285,0.433,0.238,238.172,23.817,2,2,"04/30/2021, 17:52:42"
2.256,237.239,0.432,0.238,238.131,23.813,2,2,"04/30/2021, 17:52:43"
2.257,237.227,0.432,0.238,238.136,23.814,2,2,"04/30/2021, 17:52:44"
2.255,237.237,0.433,0.238,238.14,23.814,2,2,"04/30/2021, 17:52:44"
2.254,237.242,0.433,0.238,238.143,23.814,2,2,"04/30/2021, 17:52:46"
2.254,237.271,0.433,0.238,238.145,23.815,2,2,"04/30/2021, 17:52:46"
2.252,237.313,0.433,0.238,238.147,23.815,2,2,"04/30/2021, 17:52:48"
2.253,237.362,0.433,0.238,238.149,23.815,2,2,"04/30/2021, 17:52:49"
2.252,237.4,0.433,0.238,238.15,23.815,2,2,"04/30/2021, 17:52:50"
2.252,237.427,0.433,0.238,238.108,23.811,2,2,"04/30/2021, 17:52:51"
2.251,237.44,0.433,0.238,237.959,23.796,2,2,"04/30/2021, 17:52:52"
2.251,237.436,0.433,0.238,237.995,23.8,2,2,"04/30/2021, 17:52:53"
2.251,237.43,0.433,0.238,238.025,23.803,2,2,"04/30/2021, 17:52:54"
2.252,237.412,0.433,0.238,238.05,23.805,2,2,"04/30/2021, 17:52:55"
2.251,237.375,0.433,0.238,238.251,23.825,2,2,"04/30/2021, 17:52:55"
2.25,237.347,0.433,0.238,238.251,23.825,2,2,"04/30/2021, 17:52:57"
2.25,237.328,0.434,0.238,238.193,23.819,2,2,"04/30/2021, 17:52:57"
2.25,237.328,0.433,0.238,238.229,23.823,2,2,"04/30/2021, 17:52:58"
2.249,237.336,0.434,0.238,238.216,23.822,2,2,"04/30/2021, 17:53:00"
2.248,237.362,0.434,0.238,238.205,23.82,2,2,"04/30/2021, 17:53:00"
2.249,237.408,0.434,0.238,238.196,23.82,2,2,"04/30/2021, 17:53:01"
2.249,237.46,0.434,0.238,238.232,23.823,2,2,"04/30/2021, 17:53:02"
2.25,237.512,0.434,0.238,238.376,23.838,2,2,"04/30/2021, 17:53:04"
2.25,237.566,0.434,0.238,238.336,23.834,2,2,"04/30/2021, 17:53:04"
2.25,237.618,0.433,0.238,238.302,23.83,2,2,"04/30/2021, 17:53:06"
2.25,237.651,0.434,0.238,238.275,23.828,2,2,"04/30/2021, 17:53:06"
2.249,237.665,0.434,0.238,238.253,23.825,2,2,"04/30/2021, 17:53:07"
2.249,237.675,0.434,0.238,238.235,23.823,2,2,"04/30/2021, 17:53:09"
2.249,237.673,0.434,0.238,238.221,23.822,2,2,"04/30/2021, 17:53:10"
2.248,237.663,0.434,0.238,238.209,23.821,2,2,"04/30/2021, 17:53:11"
2.247,237.626,0.434,0.238,238.199,23.82,2,2,"04/30/2021, 17:53:12"
2.246,237.617,0.434,0.238,238.191,23.819,2,2,"04/30/2021, 17:53:13"
2.246,237.593,0.434,0.238,238.149,23.815,2,2,"04/30/2021, 17:53:14"
2.247,237.557,0.434,0.238,238.05,23.805,2,2,"04/30/2021, 17:53:15"
2.249,237.525,0.433,0.238,238.029,23.803,2,2,"04/30/2021, 17:53:16"
2.251,237.512,0.433,0.238,238.034,23.803,2,2,"04/30/2021, 17:53:16"
2.253,237.504,0.432,0.238,238.013,23.801,2,2,"04/30/2021, 17:53:18"
2.256,237.493,0.432,0.238,237.881,23.788,2,2,"04/30/2021, 17:53:18"
2.259,237.489,0.431,0.238,237.751,23.775,2,2,"04/30/2021, 17:53:20"
2.261,237.495,0.431,0.238,237.808,23.781,2,2,"04/30/2021, 17:53:21"
2.261,237.501,0.431,0.238,237.872,23.787,2,2,"04/30/2021, 17:53:21"
2.26,237.511,0.431,0.238,237.882,23.788,2,2,"04/30/2021, 17:53:23"
2.259,237.514,0.432,0.238,237.774,23.777,2,2,"04/30/2021, 17:53:24"
2.257,237.498,0.432,0.238,237.845,23.785,2,2,"04/30/2021, 17:53:25"
2.256,237.48,0.432,0.238,237.963,23.796,2,2,"04/30/2021, 17:53:26"
2.256,237.456,0.432,0.238,238.122,23.812,2,2,"04/30/2021, 17:53:27"
2.256,237.419,0.432,0.238,238.147,23.815,2,2,"04/30/2021, 17:53:28"
2.256,237.378,0.432,0.238,238.149,23.815,2,2,"04/30/2021, 17:53:29"
2.255,237.358,0.433,0.238,238.331,23.833,2,2,"04/30/2021, 17:53:30"
2.254,237.35,0.433,0.238,238.317,23.832,2,2,"04/30/2021, 17:53:31"
2.254,237.365,0.433,0.238,238.288,23.829,2,2,"04/30/2021, 17:53:32"
2.253,237.42,0.433,0.238,238.299,23.83,2,2,"04/30/2021, 17:53:32"
2.253,237.464,0.433,0.238,238.235,23.823,2,2,"04/30/2021, 17:53:34"
2.253,237.481,0.433,0.238,238.22,23.822,2,2,"04/30/2021, 17:53:35"
2.252,237.463,0.434,0.238,238.389,23.839,2,2,"04/30/2021, 17:53:36"
2.251,237.421,0.434,0.238,238.365,23.837,2,2,"04/30/2021, 17:53:37"
2.251,237.379,0.433,0.238,238.326,23.833,2,2,"04/30/2021, 17:53:38"
2.25,237.368,0.434,0.238,238.398,23.84,2,2,"04/30/2021, 17:53:38"
2.25,237.408,0.434,0.238,238.454,23.845,2,2,"04/30/2021, 17:53:39"
2.25,237.455,0.434,0.238,238.398,23.84,2,2,"04/30/2021, 17:53:40"
2.25,237.47,0.434,0.238,238.354,23.835,2,2,"04/30/2021, 17:53:42"
2.249,237.446,0.434,0.238,238.317,23.832,2,2,"04/30/2021, 17:53:43"
2.248,237.402,0.434,0.238,238.287,23.829,2,2,"04/30/2021, 17:53:43"
2.247,237.384,0.434,0.238,238.263,23.826,2,2,"04/30/2021, 17:53:45"
2.248,237.417,0.434,0.238,238.286,23.829,2,2,"04/30/2021, 17:53:46"
2.249,237.481,0.434,0.238,238.421,23.842,2,2,"04/30/2021, 17:53:47"
2.249,237.504,0.434,0.238,238.372,23.837,2,2,"04/30/2021, 17:53:48"
2.25,237.496,0.434,0.239,238.416,23.842,2,2,"04/30/2021, 17:53:48"
2.25,237.446,0.434,0.238,238.483,23.848,2,2,"04/30/2021, 17:53:50"
2.248,237.411,0.434,0.238,238.423,23.842,2,2,"04/30/2021, 17:53:51"
2.248,237.422,0.434,0.238,238.373,23.837,2,2,"04/30/2021, 17:53:52"
2.248,237.463,0.434,0.238,238.333,23.833,2,2,"04/30/2021, 17:53:53"
2.248,237.514,0.434,0.238,238.3,23.83,2,2,"04/30/2021, 17:53:53"
2.247,237.532,0.434,0.238,238.129,23.813,2,2,"04/30/2021, 17:53:55"
2.247,237.52,0.434,0.238,238.258,23.826,2,2,"04/30/2021, 17:53:56"
2.247,237.482,0.434,0.238,238.258,23.826,2,2,"04/30/2021, 17:53:57"
2.247,237.44,0.434,0.238,238.282,23.828,2,2,"04/30/2021, 17:53:58"
2.246,237.41,0.435,0.238,238.28,23.828,2,2,"04/30/2021, 17:53:58"
2.247,237.413,0.434,0.238,238.397,23.84,2,2,"04/30/2021, 17:53:59"
2.247,237.441,0.434,0.238,238.352,23.835,2,2,"04/30/2021, 17:54:01"
2.246,237.491,0.434,0.238,238.316,23.832,2,2,"04/30/2021, 17:54:02"
2.245,237.526,0.435,0.238,238.286,23.829,2,2,"04/30/2021, 17:54:03"
2.245,237.537,0.434,0.238,238.178,23.818,2,2,"04/30/2021, 17:54:03"
2.247,237.513,0.434,0.238,238.059,23.806,2,2,"04/30/2021, 17:54:05"
2.249,237.455,0.434,0.238,238.077,23.808,2,2,"04/30/2021, 17:54:06"
2.248,237.402,0.433,0.238,237.946,23.795,2,2,"04/30/2021, 17:54:07"
2.247,237.358,0.434,0.238,238.025,23.803,2,2,"04/30/2021, 17:54:07"
2.246,237.315,0.434,0.238,237.989,23.799,2,2,"04/30/2021, 17:54:09"
2.246,237.294,0.434,0.238,237.982,23.798,2,2,"04/30/2021, 17:54:10"
2.247,237.308,0.434,0.238,238.014,23.801,2,2,"04/30/2021, 17:54:10"
2.246,237.353,0.434,0.238,238.084,23.808,2,2,"04/30/2021, 17:54:12"
2.246,237.407,0.434,0.238,238.111,23.811,2,2,"04/30/2021, 17:54:12"
2.247,237.442,0.434,0.238,238.147,23.815,2,2,"04/30/2021, 17:54:13"
2.248,237.443,0.434,0.238,238.264,23.826,2,2,"04/30/2021, 17:54:15"
2.248,237.413,0.434,0.238,238.244,23.824,2,2,"04/30/2021, 17:54:15"
2.247,237.383,0.434,0.238,238.228,23.823,2,2,"04/30/2021, 17:54:17"
2.246,237.373,0.434,0.238,238.214,23.821,2,2,"04/30/2021, 17:54:18"
2.246,237.411,0.434,0.238,238.204,23.82,2,2,"04/30/2021, 17:54:18"
2.246,237.455,0.434,0.238,238.195,23.819,2,2,"04/30/2021, 17:54:19"
2.247,237.5,0.434,0.238,238.188,23.819,2,2,"04/30/2021, 17:54:20"
2.247,237.536,0.434,0.238,238.182,23.818,2,2,"04/30/2021, 17:54:22"
2.247,237.529,0.434,0.238,238.177,23.818,2,2,"04/30/2021, 17:54:23"
2.247,237.505,0.435,0.238,238.277,23.828,2,2,"04/30/2021, 17:54:23"
2.247,237.465,0.434,0.238,238.258,23.826,2,2,"04/30/2021, 17:54:24"
2.246,237.423,0.434,0.238,238.232,23.823,2,2,"04/30/2021, 17:54:26"
2.245,237.383,0.434,0.238,238.118,23.812,2,2,"04/30/2021, 17:54:27"
2.245,237.356,0.434,0.238,238.125,23.812,2,2,"04/30/2021, 17:54:28"
2.247,237.366,0.434,0.238,238.131,23.813,2,2,"04/30/2021, 17:54:29"
2.25,237.4,0.434,0.238,238.22,23.822,2,2,"04/30/2021, 17:54:29"
2.251,237.448,0.433,0.238,238.324,23.832,2,2,"04/30/2021, 17:54:31"
2.25,237.477,0.434,0.238,238.293,23.829,2,2,"04/30/2021, 17:54:32"
2.25,237.5,0.434,0.238,238.267,23.827,2,2,"04/30/2021, 17:54:32"
2.253,237.504,0.433,0.238,238.247,23.825,2,2,"04/30/2021, 17:54:33"
2.255,237.491,0.433,0.238,238.23,23.823,2,2,"04/30/2021, 17:54:35"
2.257,237.47,0.433,0.238,238.216,23.822,2,2,"04/30/2021, 17:54:36"
2.258,237.461,0.432,0.238,238.205,23.82,2,2,"04/30/2021, 17:54:37"
2.257,237.461,0.432,0.238,238.196,23.82,2,2,"04/30/2021, 17:54:37"
2.256,237.455,0.433,0.238,238.232,23.823,2,2,"04/30/2021, 17:54:39"
2.255,237.434,0.433,0.238,238.376,23.838,2,2,"04/30/2021, 17:54:40"
2.255,237.382,0.433,0.238,238.336,23.834,2,2,"04/30/2021, 17:54:40"
2.254,237.337,0.433,0.238,238.302,23.83,2,2,"04/30/2021, 17:54:42"
2.253,237.297,0.433,0.238,238.421,23.842,2,2,"04/30/2021, 17:54:42"
2.254,237.261,0.433,0.238,238.428,23.843,2,2,"04/30/2021, 17:54:44"
2.254,237.224,0.433,0.239,238.421,23.842,2,2,"04/30/2021, 17:54:45"
2.253,237.201,0.434,0.238,238.531,23.853,2,2,"04/30/2021, 17:54:45"
2.254,237.187,0.433,0.238,238.461,23.846,2,2,"04/30/2021, 17:54:47"
2.256,237.184,0.433,0.238,238.405,23.841,2,2,"04/30/2021, 17:54:48"
2.257,237.2,0.432,0.238,238.358,23.836,2,2,"04/30/2021, 17:54:49"
2.257,237.229,0.433,0.238,238.321,23.832,2,2,"04/30/2021, 17:54:50"
2.258,237.291,0.433,0.238,238.334,23.833,2,2,"04/30/2021, 17:54:51"
2.258,237.352,0.433,0.238,238.459,23.846,2,2,"04/30/2021, 17:54:52"
2.258,237.386,0.433,0.239,238.584,23.858,2,2,"04/30/2021, 17:54:53"
2.258,237.409,0.433,0.239,238.567,23.857,2,2,"04/30/2021, 17:54:54"
2.259,237.414,0.433,0.239,238.649,23.865,2,2,"04/30/2021, 17:54:55"
2.259,237.405,0.433,0.239,238.461,23.846,2,2,"04/30/2021, 17:54:56"
2.259,237.371,0.433,0.238,238.465,23.847,2,2,"04/30/2021, 17:54:57"
2.259,237.315,0.432,0.238,238.265,23.826,2,2,"04/30/2021, 17:54:57"
2.257,237.231,0.432,0.238,238.142,23.814,2,2,"04/30/2021, 17:54:59"
2.254,237.157,0.433,0.238,237.986,23.799,2,2,"04/30/2021, 17:55:00"
2.253,237.098,0.433,0.238,237.859,23.786,2,2,"04/30/2021, 17:55:00"
2.254,237.051,0.433,0.238,237.914,23.791,2,2,"04/30/2021, 17:55:02"
2.256,237.023,0.433,0.238,237.959,23.796,2,2,"04/30/2021, 17:55:03"
2.258,236.992,0.432,0.238,237.995,23.8,2,2,"04/30/2021, 17:55:04"
2.259,236.977,0.432,0.238,238.11,23.811,2,2,"04/30/2021, 17:55:04"
2.26,236.977,0.432,0.238,238.234,23.823,2,2,"04/30/2021, 17:55:06"
2.257,236.991,0.432,0.238,238.22,23.822,2,2,"04/30/2021, 17:55:07"
2.256,237.012,0.433,0.238,238.208,23.821,2,2,"04/30/2021, 17:55:08"
2.255,237.039,0.433,0.238,238.198,23.82,2,2,"04/30/2021, 17:55:09"
2.254,237.088,0.433,0.238,238.191,23.819,2,2,"04/30/2021, 17:55:09"
2.253,237.144,0.433,0.238,238.184,23.818,2,2,"04/30/2021, 17:55:11"
2.253,237.209,0.433,0.238,238.36,23.836,2,2,"04/30/2021, 17:55:12"
2.254,237.286,0.433,0.238,238.341,23.834,2,2,"04/30/2021, 17:55:13"
2.253,237.38,0.434,0.239,238.35,23.835,2,2,"04/30/2021, 17:55:14"
2.255,237.449,0.433,0.238,238.472,23.847,2,2,"04/30/2021, 17:55:14"
2.254,237.512,0.434,0.239,238.457,23.846,2,2,"04/30/2021, 17:55:16"
2.254,237.554,0.433,0.239,238.56,23.856,2,2,"04/30/2021, 17:55:16"
2.253,237.581,0.434,0.238,238.485,23.849,2,2,"04/30/2021, 17:55:17"
2.252,237.599,0.434,0.238,238.424,23.842,2,2,"04/30/2021, 17:55:19"
2.25,237.605,0.434,0.238,238.374,23.837,2,2,"04/30/2021, 17:55:20"
2.251,237.598,0.434,0.238,238.334,23.833,2,2,"04/30/2021, 17:55:20"
2.251,237.565,0.434,0.238,238.385,23.838,2,2,"04/30/2021, 17:55:22"
2.251,237.52,0.434,0.238,238.458,23.846,2,2,"04/30/2021, 17:55:23"
2.251,237.459,0.434,0.238,238.402,23.84,2,2,"04/30/2021, 17:55:23"
2.252,237.397,0.434,0.238,238.357,23.836,2,2,"04/30/2021, 17:55:25"
2.253,237.345,0.434,0.239,238.465,23.847,2,2,"04/30/2021, 17:55:25"
2.253,237.317,0.433,0.238,238.464,23.846,2,2,"04/30/2021, 17:55:27"
2.253,237.308,0.433,0.238,238.407,23.841,2,2,"04/30/2021, 17:55:28"
2.253,237.321,0.433,0.238,238.361,23.836,2,2,"04/30/2021, 17:55:29"
2.253,237.362,0.433,0.238,238.323,23.832,2,2,"04/30/2021, 17:55:30"
2.253,237.408,0.433,0.238,238.292,23.829,2,2,"04/30/2021, 17:55:31"
2.253,237.433,0.433,0.238,238.267,23.827,2,2,"04/30/2021, 17:55:32"
2.253,237.42,0.433,0.238,238.246,23.825,2,2,"04/30/2021, 17:55:33"
2.253,237.374,0.433,0.238,238.229,23.823,2,2,"04/30/2021, 17:55:34"
2.252,237.313,0.433,0.238,238.216,23.822,2,2,"04/30/2021, 17:55:34"
2.251,237.276,0.433,0.238,238.205,23.82,2,2,"04/30/2021, 17:55:36"
2.25,237.285,0.433,0.238,238.196,23.82,2,2,"04/30/2021, 17:55:37"
2.25,237.331,0.433,0.238,238.291,23.829,2,2,"04/30/2021, 17:55:38"
2.25,237.383,0.433,0.238,238.302,23.83,2,2,"04/30/2021, 17:55:39"
2.25,237.42,0.434,0.238,238.28,23.828,2,2,"04/30/2021, 17:55:39"
2.249,237.409,0.434,0.238,238.314,23.831,2,2,"04/30/2021, 17:55:41"
2.248,237.362,0.434,0.238,238.103,23.81,2,2,"04/30/2021, 17:55:42"
2.247,237.311,0.434,0.238,238.095,23.809,2,2,"04/30/2021, 17:55:43"
2.247,237.294,0.434,0.238,238.106,23.811,2,2,"04/30/2021, 17:55:44"
2.246,237.316,0.435,0.238,238.159,23.816,2,2,"04/30/2021, 17:55:45"
2.248,237.377,0.434,0.238,238.317,23.832,2,2,"04/30/2021, 17:55:46"
2.249,237.42,0.434,0.238,238.287,23.829,2,2,"04/30/2021, 17:55:47"
2.248,237.392,0.434,0.238,238.263,23.826,2,2,"04/30/2021, 17:55:48"
2.249,237.347,0.434,0.238,238.383,23.838,2,2,"04/30/2021, 17:55:49"
2.25,237.329,0.434,0.238,238.403,23.84,2,2,"04/30/2021, 17:55:49"
2.25,237.339,0.434,0.238,238.357,23.836,2,2,"04/30/2021, 17:55:50"
2.249,237.385,0.434,0.238,238.32,23.832,2,2,"04/30/2021, 17:55:52"
2.249,237.433,0.434,0.238,238.29,23.829,2,2,"04/30/2021, 17:55:53"
2.251,237.439,0.434,0.238,238.265,23.826,2,2,"04/30/2021, 17:55:53"
2.221,237.504,0.431,0.234,234.005,23.4,1,1,"04/30/2021, 17:57:25"
2.221,237.538,0.432,0.234,234.064,23.406,1,1,"04/30/2021, 17:57:25"
2.222,237.541,0.431,0.234,234.023,23.402,1,1,"04/30/2021, 17:57:26"
2.223,237.494,0.431,0.234,233.987,23.399,1,1,"04/30/2021, 17:57:27"
2.224,237.436,0.431,0.234,234.061,23.406,1,1,"04/30/2021, 17:57:28"
2.223,237.383,0.431,0.234,233.95,23.395,1,1,"04/30/2021, 17:57:29"
2.221,237.375,0.432,0.234,233.952,23.395,1,1,"04/30/2021, 17:57:30"
2.22,237.398,0.432,0.234,234.065,23.407,1,1,"04/30/2021, 17:57:31"
2.22,237.432,0.432,0.234,234.02,23.402,1,1,"04/30/2021, 17:57:32"
2.22,237.451,0.432,0.234,234.006,23.401,1,1,"04/30/2021, 17:57:33"
2.221,237.437,0.432,0.234,234.153,23.415,1,1,"04/30/2021, 17:57:34"
2.221,237.396,0.432,0.234,234.092,23.409,1,1,"04/30/2021, 17:57:35"
2.219,237.36,0.432,0.234,234.065,23.407,1,1,"04/30/2021, 17:57:36"
2.218,237.319,0.432,0.234,234.139,23.414,1,1,"04/30/2021, 17:57:37"
2.218,237.298,0.432,0.234,234.14,23.414,1,1,"04/30/2021, 17:57:38"
2.219,237.29,0.432,0.234,234.082,23.408,1,1,"04/30/2021, 17:57:39"
2.222,237.29,0.432,0.234,234.035,23.404,1,1,"04/30/2021, 17:57:40"
2.225,237.299,0.431,0.234,233.996,23.4,1,1,"04/30/2021, 17:57:41"
2.224,237.319,0.431,0.234,233.965,23.396,1,1,"04/30/2021, 17:57:42"
2.223,237.318,0.432,0.234,234.065,23.407,1,1,"04/30/2021, 17:57:43"
2.222,237.283,0.432,0.234,234.096,23.41,1,1,"04/30/2021, 17:57:44"
2.223,237.231,0.432,0.234,234.047,23.405,1,1,"04/30/2021, 17:57:45"
2.225,237.175,0.431,0.234,234.006,23.401,1,1,"04/30/2021, 17:57:46"
2.227,237.154,0.431,0.234,234.098,23.41,1,1,"04/30/2021, 17:57:47"
2.226,237.173,0.431,0.234,234.188,23.419,1,1,"04/30/2021, 17:57:48"
2.226,237.201,0.431,0.234,234.278,23.428,1,1,"04/30/2021, 17:57:49"
2.226,237.247,0.431,0.234,234.374,23.437,1,1,"04/30/2021, 17:57:50"
2.226,237.296,0.431,0.234,234.399,23.44,1,1,"04/30/2021, 17:57:52"
2.226,237.352,0.431,0.234,234.55,23.455,1,1,"04/30/2021, 17:57:53"
2.226,237.393,0.431,0.235,234.618,23.462,1,1,"04/30/2021, 17:57:53"
2.226,237.438,0.432,0.235,234.619,23.462,1,1,"04/30/2021, 17:57:54"
2.225,237.485,0.432,0.235,234.612,23.461,1,1,"04/30/2021, 17:57:55"
2.224,237.515,0.432,0.235,234.666,23.467,1,1,"04/30/2021, 17:57:56"
2.223,237.55,0.432,0.235,234.668,23.467,1,1,"04/30/2021, 17:57:57"
2.222,237.575,0.432,0.235,234.692,23.469,1,1,"04/30/2021, 17:57:58"
2.222,237.59,0.433,0.235,234.595,23.459,1,1,"04/30/2021, 17:57:59"
2.222,237.606,0.433,0.235,234.61,23.461,1,1,"04/30/2021, 17:58:00"
2.222,237.61,0.433,0.235,234.77,23.477,1,1,"04/30/2021, 17:58:01"
2.222,237.609,0.433,0.235,234.856,23.486,1,1,"04/30/2021, 17:58:02"
2.222,237.585,0.433,0.235,235.067,23.507,1,1,"04/30/2021, 17:58:03"
2.222,237.54,0.433,0.235,235.076,23.508,1,1,"04/30/2021, 17:58:04"
2.221,237.494,0.434,0.235,235.046,23.505,1,1,"04/30/2021, 17:58:05"
2.221,237.447,0.433,0.235,235.063,23.506,1,1,"04/30/2021, 17:58:06"
2.222,237.404,0.433,0.235,235.133,23.513,1,1,"04/30/2021, 17:58:07"
2.222,237.366,0.433,0.235,235.112,23.511,1,1,"04/30/2021, 17:58:08"
2.221,237.33,0.433,0.235,235.154,23.515,1,1,"04/30/2021, 17:58:09"
2.223,237.263,0.433,0.235,235.108,23.511,1,1,"04/30/2021, 17:58:10"
2.226,237.209,0.432,0.235,235.132,23.513,1,1,"04/30/2021, 17:58:11"
2.226,237.177,0.432,0.235,235.128,23.513,1,1,"04/30/2021, 17:58:12"
2.228,237.156,0.432,0.235,235.15,23.515,1,1,"04/30/2021, 17:58:13"
2.23,237.138,0.432,0.235,235.142,23.514,1,1,"04/30/2021, 17:58:14"
2.233,237.117,0.431,0.235,235.159,23.516,1,1,"04/30/2021, 17:58:15"
2.234,237.101,0.431,0.235,235.173,23.517,1,1,"04/30/2021, 17:58:16"
2.234,237.094,0.431,0.235,235.204,23.52,1,1,"04/30/2021, 17:58:17"
2.235,237.092,0.431,0.235,235.148,23.515,1,1,"04/30/2021, 17:58:18"
2.235,237.097,0.431,0.235,235.103,23.51,1,1,"04/30/2021, 17:58:19"
2.234,237.111,0.431,0.235,235.023,23.502,1,1,"04/30/2021, 17:58:20"
2.235,237.126,0.431,0.235,235.046,23.505,1,1,"04/30/2021, 17:58:21"
2.236,237.126,0.431,0.235,234.977,23.498,1,1,"04/30/2021, 17:58:22"
2.235,237.151,0.431,0.235,235.007,23.501,1,1,"04/30/2021, 17:58:23"
2.234,237.2,0.432,0.235,235.151,23.515,1,1,"04/30/2021, 17:58:24"
2.233,237.238,0.432,0.235,235.262,23.526,1,1,"04/30/2021, 17:58:25"
2.232,237.267,0.432,0.235,235.361,23.536,1,1,"04/30/2021, 17:58:26"
2.231,237.285,0.432,0.235,235.396,23.54,1,1,"04/30/2021, 17:58:27"
2.229,237.295,0.433,0.235,235.468,23.547,1,1,"04/30/2021, 17:58:28"
2.227,237.293,0.433,0.235,235.462,23.546,1,1,"04/30/2021, 17:58:29"
2.226,237.287,0.433,0.235,235.419,23.542,1,1,"04/30/2021, 17:58:30"
2.226,237.297,0.433,0.235,235.405,23.541,1,1,"04/30/2021, 17:58:31"
2.226,237.322,0.433,0.235,235.373,23.537,1,1,"04/30/2021, 17:58:32"
2.225,237.364,0.433,0.235,235.347,23.535,1,1,"04/30/2021, 17:58:33"
2.225,237.427,0.433,0.235,235.408,23.541,1,1,"04/30/2021, 17:58:34"
2.225,237.5,0.433,0.235,235.417,23.542,1,1,"04/30/2021, 17:58:35"
2.224,237.559,0.434,0.236,235.48,23.548,1,1,"04/30/2021, 17:58:36"
2.224,237.583,0.433,0.235,235.516,23.552,1,1,"04/30/2021, 17:58:37"
2.224,237.572,0.433,0.236,235.505,23.55,1,1,"04/30/2021, 17:58:38"
2.223,237.532,0.434,0.236,235.551,23.555,1,1,"04/30/2021, 17:58:39"
2.222,237.489,0.434,0.235,235.512,23.551,1,1,"04/30/2021, 17:58:40"
2.222,237.449,0.434,0.236,235.52,23.552,1,1,"04/30/2021, 17:58:41"
2.221,237.414,0.434,0.235,235.549,23.555,1,1,"04/30/2021, 17:58:42"
2.221,237.385,0.434,0.235,235.431,23.543,1,1,"04/30/2021, 17:58:43"
2.221,237.377,0.434,0.235,235.394,23.539,1,1,"04/30/2021, 17:58:44"
2.221,237.383,0.434,0.235,235.384,23.538,1,1,"04/30/2021, 17:58:45"
2.22,237.411,0.434,0.235,235.415,23.541,1,1,"04/30/2021, 17:58:46"
2.221,237.447,0.434,0.235,235.402,23.54,1,1,"04/30/2021, 17:58:47"
2.221,237.491,0.434,0.235,235.408,23.541,1,1,"04/30/2021, 17:58:48"
2.221,237.525,0.434,0.235,235.378,23.538,1,1,"04/30/2021, 17:58:49"
2.222,237.548,0.434,0.236,235.411,23.541,1,1,"04/30/2021, 17:58:50"
2.219,237.539,0.434,0.235,235.373,23.537,1,1,"04/30/2021, 17:58:51"
2.215,237.512,0.434,0.235,234.86,23.486,0,1,"04/30/2021, 17:58:52"
2.214,237.463,0.434,0.234,234.495,23.45,0,1,"04/30/2021, 17:58:53"
2.216,237.415,0.434,0.235,234.555,23.456,1,1,"04/30/2021, 17:58:54"
2.217,237.361,0.434,0.235,234.701,23.47,1,1,"04/30/2021, 17:58:55"
2.218,237.328,0.434,0.235,234.901,23.49,1,1,"04/30/2021, 17:58:56"
2.219,237.311,0.434,0.235,235.022,23.502,1,1,"04/30/2021, 17:58:57"
2.219,237.312,0.434,0.235,235.183,23.518,1,1,"04/30/2021, 17:58:58"
2.22,237.336,0.434,0.235,235.154,23.515,1,1,"04/30/2021, 17:58:59"
2.223,237.394,0.433,0.235,235.29,23.529,1,1,"04/30/2021, 17:59:00"
