RMS Current (A),RMS Voltage (V),PF,Power(KW),Power (W),%Power/Nominal_Power,Label,Class,Time
2.185,236.767,0.432,0.23,230.132,23.013,0,1,"04/30/2021, 16:50:46"
2.187,236.72,0.432,0.23,230.091,23.009,0,1,"04/30/2021, 16:50:47"
2.186,236.688,0.432,0.23,230.143,23.014,0,1,"04/30/2021, 16:50:48"
2.186,236.661,0.432,0.23,230.06,23.006,0,1,"04/30/2021, 16:50:49"
2.185,236.645,0.432,0.23,230.019,23.002,0,1,"04/30/2021, 16:50:50"
2.185,236.637,0.432,0.23,230.08,23.008,0,1,"04/30/2021, 16:50:51"
2.184,236.645,0.432,0.23,230.152,23.015,0,1,"04/30/2021, 16:50:52"
2.182,236.659,0.433,0.23,230.052,23.005,0,1,"04/30/2021, 16:50:53"
2.18,236.648,0.433,0.23,230.129,23.013,0,1,"04/30/2021, 16:50:54"
2.18,236.647,0.433,0.23,230.033,23.003,0,1,"04/30/2021, 16:50:55"
2.179,236.65,0.433,0.23,230.114,23.011,0,1,"04/30/2021, 16:50:56"
2.178,236.658,0.434,0.23,230.063,23.006,0,1,"04/30/2021, 16:50:57"
2.177,236.656,0.434,0.23,230.094,23.009,0,1,"04/30/2021, 16:50:58"
2.176,236.657,0.434,0.23,229.983,22.998,0,1,"04/30/2021, 16:50:59"
2.175,236.66,0.434,0.23,229.893,22.989,0,1,"04/30/2021, 16:51:00"
2.175,236.653,0.434,0.23,229.819,22.982,0,1,"04/30/2021, 16:51:01"
2.172,236.649,0.434,0.23,229.759,22.976,0,1,"04/30/2021, 16:51:02"
2.17,236.631,0.434,0.23,229.611,22.961,0,1,"04/30/2021, 16:51:03"
2.17,236.628,0.434,0.23,229.689,22.969,0,1,"04/30/2021, 16:51:04"
2.17,236.615,0.435,0.23,229.717,22.972,0,1,"04/30/2021, 16:51:05"
2.17,236.596,0.434,0.23,229.812,22.981,0,1,"04/30/2021, 16:51:06"
2.17,236.575,0.434,0.23,229.753,22.975,0,1,"04/30/2021, 16:51:07"
2.168,236.563,0.435,0.23,229.706,22.971,0,1,"04/30/2021, 16:51:08"
2.169,236.568,0.435,0.23,229.731,22.973,0,1,"04/30/2021, 16:51:09"
2.169,236.576,0.435,0.23,229.823,22.982,0,1,"04/30/2021, 16:51:10"
2.17,236.592,0.435,0.23,229.762,22.976,0,1,"04/30/2021, 16:51:11"
2.171,236.634,0.434,0.23,229.713,22.971,0,1,"04/30/2021, 16:51:12"
2.171,236.701,0.434,0.23,229.734,22.973,0,1,"04/30/2021, 16:51:13"
2.172,236.801,0.434,0.23,229.756,22.976,0,1,"04/30/2021, 16:51:14"
2.173,236.884,0.434,0.23,229.784,22.978,0,1,"04/30/2021, 16:51:15"
2.172,236.943,0.435,0.23,229.752,22.975,0,1,"04/30/2021, 16:51:16"
2.172,236.966,0.434,0.23,229.885,22.988,0,1,"04/30/2021, 16:51:17"
2.171,236.954,0.434,0.23,229.771,22.977,0,1,"04/30/2021, 16:51:18"
2.172,236.931,0.434,0.23,229.764,22.976,0,1,"04/30/2021, 16:51:19"
2.171,236.9,0.434,0.23,229.714,22.971,0,1,"04/30/2021, 16:51:20"
2.17,236.871,0.434,0.23,229.674,22.967,0,1,"04/30/2021, 16:51:21"
2.17,236.858,0.435,0.23,229.663,22.966,0,1,"04/30/2021, 16:51:22"
2.17,236.85,0.434,0.23,229.812,22.981,0,1,"04/30/2021, 16:51:23"
2.171,236.866,0.434,0.23,229.775,22.977,0,1,"04/30/2021, 16:51:24"
2.171,236.885,0.434,0.23,229.903,22.99,0,1,"04/30/2021, 16:51:25"
2.171,236.918,0.434,0.23,229.828,22.983,0,1,"04/30/2021, 16:51:26"
2.172,236.959,0.434,0.23,229.788,22.979,0,1,"04/30/2021, 16:51:27"
2.172,237.004,0.434,0.23,229.914,22.991,0,1,"04/30/2021, 16:51:28"
2.172,237.042,0.434,0.23,229.836,22.984,0,1,"04/30/2021, 16:51:29"
2.172,237.082,0.434,0.23,229.773,22.977,0,1,"04/30/2021, 16:51:30"
2.172,237.123,0.434,0.23,229.722,22.972,0,1,"04/30/2021, 16:51:31"
2.173,237.151,0.434,0.23,229.68,22.968,0,1,"04/30/2021, 16:51:32"
2.175,237.16,0.434,0.23,229.71,22.971,0,1,"04/30/2021, 16:51:33"
2.178,237.147,0.433,0.23,229.806,22.981,0,1,"04/30/2021, 16:51:34"
2.182,237.14,0.433,0.23,229.812,22.981,0,1,"04/30/2021, 16:51:35"
2.184,237.16,0.433,0.23,230.015,23.002,0,1,"04/30/2021, 16:51:36"
2.184,237.197,0.433,0.23,230.18,23.018,0,1,"04/30/2021, 16:51:37"
2.183,237.229,0.433,0.23,230.292,23.029,0,1,"04/30/2021, 16:51:38"
2.183,237.248,0.433,0.23,230.346,23.035,0,1,"04/30/2021, 16:51:39"
2.182,237.271,0.433,0.23,230.494,23.049,0,1,"04/30/2021, 16:51:40"
2.182,237.284,0.433,0.23,230.449,23.045,0,1,"04/30/2021, 16:51:41"
2.181,237.284,0.433,0.23,230.408,23.041,0,1,"04/30/2021, 16:51:42"
2.181,237.279,0.434,0.231,230.423,23.042,0,1,"04/30/2021, 16:51:43"
2.179,237.257,0.434,0.23,230.469,23.047,0,1,"04/30/2021, 16:51:44"
2.178,237.211,0.433,0.23,230.288,23.029,0,1,"04/30/2021, 16:51:45"
2.178,237.159,0.433,0.23,230.141,23.014,0,1,"04/30/2021, 16:51:46"
2.176,237.104,0.434,0.23,230.021,23.002,0,1,"04/30/2021, 16:51:47"
2.176,237.049,0.433,0.23,229.924,22.992,0,1,"04/30/2021, 16:51:48"
2.176,236.989,0.433,0.23,230.008,23.001,0,1,"04/30/2021, 16:51:49"
2.174,236.936,0.434,0.23,229.95,22.995,0,1,"04/30/2021, 16:51:50"
2.173,236.903,0.434,0.23,229.986,22.999,0,1,"04/30/2021, 16:51:51"
2.172,236.884,0.434,0.23,229.977,22.998,0,1,"04/30/2021, 16:51:52"
2.173,236.877,0.434,0.23,229.887,22.989,0,1,"04/30/2021, 16:51:53"
2.174,236.898,0.434,0.23,229.857,22.986,0,1,"04/30/2021, 16:51:54"
2.174,236.927,0.434,0.23,229.847,22.985,0,1,"04/30/2021, 16:51:55"
2.175,236.969,0.434,0.23,229.943,22.994,0,1,"04/30/2021, 16:51:56"
2.176,236.986,0.434,0.23,229.995,23.0,0,1,"04/30/2021, 16:51:57"
2.176,237.022,0.434,0.23,230.066,23.007,0,1,"04/30/2021, 16:51:58"
2.177,237.053,0.434,0.23,230.123,23.012,0,1,"04/30/2021, 16:51:59"
2.177,237.089,0.434,0.23,230.082,23.008,0,1,"04/30/2021, 16:52:00"
2.177,237.13,0.434,0.23,229.995,23.0,0,1,"04/30/2021, 16:52:01"
2.177,237.169,0.434,0.23,230.083,23.008,0,1,"04/30/2021, 16:52:02"
2.177,237.206,0.434,0.23,230.137,23.014,0,1,"04/30/2021, 16:52:03"
2.177,237.228,0.434,0.23,230.181,23.018,0,1,"04/30/2021, 16:52:04"
2.176,237.248,0.434,0.23,230.194,23.019,0,1,"04/30/2021, 16:52:05"
2.176,237.262,0.434,0.23,230.222,23.022,0,1,"04/30/2021, 16:52:06"
2.176,237.248,0.434,0.23,230.267,23.027,0,1,"04/30/2021, 16:52:07"
2.176,237.232,0.434,0.23,230.146,23.015,0,1,"04/30/2021, 16:52:08"
2.175,237.199,0.434,0.23,230.206,23.021,0,1,"04/30/2021, 16:52:09"
2.174,237.158,0.434,0.23,230.074,23.007,0,1,"04/30/2021, 16:52:10"
2.174,237.1,0.434,0.23,230.009,23.001,0,1,"04/30/2021, 16:52:11"
2.174,237.035,0.434,0.23,229.87,22.987,0,1,"04/30/2021, 16:52:12"
2.175,236.964,0.434,0.23,229.8,22.98,0,1,"04/30/2021, 16:52:13"
2.175,236.884,0.433,0.23,229.618,22.962,0,1,"04/30/2021, 16:52:14"
2.177,236.82,0.433,0.23,229.519,22.952,0,1,"04/30/2021, 16:52:15"
2.177,236.761,0.433,0.23,229.515,22.951,0,1,"04/30/2021, 16:52:16"
2.178,236.703,0.433,0.23,229.511,22.951,0,1,"04/30/2021, 16:52:17"
2.178,236.65,0.433,0.23,229.509,22.951,0,1,"04/30/2021, 16:52:18"
2.177,236.62,0.433,0.23,229.506,22.951,0,1,"04/30/2021, 16:52:19"
2.174,236.653,0.433,0.23,229.504,22.95,0,1,"04/30/2021, 16:52:20"
2.172,236.691,0.434,0.23,229.628,22.963,0,1,"04/30/2021, 16:52:21"
2.171,236.737,0.434,0.23,229.638,22.964,0,1,"04/30/2021, 16:52:22"
2.172,236.795,0.434,0.229,229.53,22.953,0,1,"04/30/2021, 16:52:23"
2.172,236.85,0.433,0.229,229.448,22.945,0,1,"04/30/2021, 16:52:24"
2.171,236.903,0.434,0.229,229.457,22.946,0,1,"04/30/2021, 16:52:25"
2.17,236.936,0.434,0.229,229.464,22.946,0,1,"04/30/2021, 16:52:26"
2.168,236.936,0.434,0.229,229.369,22.937,0,1,"04/30/2021, 16:52:27"
2.168,236.927,0.434,0.229,229.296,22.93,0,1,"04/30/2021, 16:52:28"
2.169,236.904,0.434,0.229,229.333,22.933,0,1,"04/30/2021, 16:52:29"
2.168,236.87,0.435,0.229,229.363,22.936,0,1,"04/30/2021, 16:52:30"
2.169,236.82,0.434,0.229,229.263,22.926,0,1,"04/30/2021, 16:52:31"
2.171,236.766,0.434,0.229,229.229,22.923,0,1,"04/30/2021, 16:52:32"
2.172,236.713,0.434,0.229,229.279,22.928,0,1,"04/30/2021, 16:52:33"
2.174,236.644,0.433,0.229,229.193,22.919,0,1,"04/30/2021, 16:52:34"
2.174,236.606,0.433,0.229,229.173,22.917,0,1,"04/30/2021, 16:52:35"
2.175,236.582,0.433,0.229,229.234,22.923,0,1,"04/30/2021, 16:52:36"
2.176,236.565,0.432,0.229,229.261,22.926,0,1,"04/30/2021, 16:52:37"
2.175,236.584,0.432,0.229,229.228,22.923,0,1,"04/30/2021, 16:52:38"
2.174,236.608,0.433,0.229,229.299,22.93,0,1,"04/30/2021, 16:52:39"
2.172,236.618,0.433,0.229,229.412,22.941,0,1,"04/30/2021, 16:52:40"
2.174,236.617,0.433,0.229,229.427,22.943,0,1,"04/30/2021, 16:52:41"
2.175,236.628,0.433,0.229,229.44,22.944,0,1,"04/30/2021, 16:52:42"
2.176,236.642,0.433,0.23,229.613,22.961,0,1,"04/30/2021, 16:52:43"
2.176,236.627,0.433,0.23,229.629,22.963,0,1,"04/30/2021, 16:52:44"
2.177,236.619,0.433,0.23,229.604,22.96,0,1,"04/30/2021, 16:52:45"
2.177,236.6,0.433,0.23,229.584,22.958,0,1,"04/30/2021, 16:52:46"
2.178,236.585,0.433,0.23,229.568,22.957,0,1,"04/30/2021, 16:52:47"
2.179,236.555,0.432,0.229,229.491,22.949,0,1,"04/30/2021, 16:52:48"
2.179,236.537,0.432,0.229,229.355,22.936,0,1,"04/30/2021, 16:52:49"
2.18,236.539,0.432,0.229,229.382,22.938,0,1,"04/30/2021, 16:52:50"
2.181,236.554,0.432,0.23,229.467,22.947,0,1,"04/30/2021, 16:52:51"
2.181,236.56,0.431,0.229,229.483,22.948,0,1,"04/30/2021, 16:52:52"
2.182,236.564,0.431,0.229,229.409,22.941,0,1,"04/30/2021, 16:52:53"
2.182,236.577,0.431,0.229,229.425,22.943,0,1,"04/30/2021, 16:52:54"
2.182,236.618,0.432,0.23,229.564,22.956,0,1,"04/30/2021, 16:52:55"
2.18,236.661,0.432,0.23,229.627,22.963,0,1,"04/30/2021, 16:52:56"
2.178,236.714,0.433,0.23,229.603,22.96,0,1,"04/30/2021, 16:52:57"
2.176,236.763,0.433,0.23,229.583,22.958,0,1,"04/30/2021, 16:52:58"
2.177,236.798,0.433,0.23,229.567,22.957,0,1,"04/30/2021, 16:52:59"
2.177,236.83,0.433,0.23,229.554,22.955,0,1,"04/30/2021, 16:53:00"
2.178,236.887,0.433,0.23,229.543,22.954,0,1,"04/30/2021, 16:53:01"
2.178,236.936,0.433,0.23,229.534,22.953,0,1,"04/30/2021, 16:53:02"
2.177,236.968,0.433,0.23,229.527,22.953,0,1,"04/30/2021, 16:53:03"
2.176,237.005,0.433,0.23,229.522,22.952,0,1,"04/30/2021, 16:53:04"
2.174,237.013,0.433,0.23,229.517,22.952,0,1,"04/30/2021, 16:53:05"
2.173,237.013,0.434,0.23,229.577,22.958,0,1,"04/30/2021, 16:53:06"
2.174,237.001,0.434,0.23,229.698,22.97,0,1,"04/30/2021, 16:53:07"
2.174,236.974,0.434,0.23,229.66,22.966,0,1,"04/30/2021, 16:53:08"
2.174,236.931,0.434,0.23,229.694,22.969,0,1,"04/30/2021, 16:53:09"
2.173,236.894,0.434,0.23,229.793,22.979,0,1,"04/30/2021, 16:53:10"
2.172,236.867,0.434,0.23,229.738,22.974,0,1,"04/30/2021, 16:53:11"
2.172,236.853,0.434,0.23,229.757,22.976,0,1,"04/30/2021, 16:53:12"
2.172,236.849,0.434,0.23,229.844,22.984,0,1,"04/30/2021, 16:53:13"
2.171,236.848,0.434,0.23,229.78,22.978,0,1,"04/30/2021, 16:53:14"
2.171,236.868,0.434,0.23,229.727,22.973,0,1,"04/30/2021, 16:53:15"
2.171,236.889,0.434,0.23,229.684,22.968,0,1,"04/30/2021, 16:53:16"
2.171,236.9,0.434,0.23,229.65,22.965,0,1,"04/30/2021, 16:53:17"
2.171,236.919,0.434,0.23,229.621,22.962,0,1,"04/30/2021, 16:53:18"
2.17,236.933,0.434,0.23,229.598,22.96,0,1,"04/30/2021, 16:53:19"
2.171,236.948,0.434,0.23,229.579,22.958,0,1,"04/30/2021, 16:53:20"
2.171,236.967,0.434,0.23,229.564,22.956,0,1,"04/30/2021, 16:53:21"
2.173,236.975,0.434,0.23,229.551,22.955,0,1,"04/30/2021, 16:53:22"
2.175,236.978,0.433,0.23,229.541,22.954,0,1,"04/30/2021, 16:53:23"
2.176,236.996,0.433,0.23,229.532,22.953,0,1,"04/30/2021, 16:53:24"
2.176,237.004,0.433,0.23,229.526,22.953,0,1,"04/30/2021, 16:53:25"
2.175,236.997,0.434,0.23,229.52,22.952,0,1,"04/30/2021, 16:53:26"
2.176,236.989,0.433,0.23,229.516,22.952,0,1,"04/30/2021, 16:53:27"
2.177,236.987,0.433,0.23,229.512,22.951,0,1,"04/30/2021, 16:53:28"
2.179,236.994,0.433,0.23,229.672,22.967,0,1,"04/30/2021, 16:53:29"
2.182,236.987,0.432,0.23,229.676,22.968,0,1,"04/30/2021, 16:53:30"
2.184,236.976,0.432,0.23,229.643,22.964,0,1,"04/30/2021, 16:53:31"
2.186,236.956,0.431,0.23,229.616,22.962,0,1,"04/30/2021, 16:53:32"
2.189,236.903,0.431,0.23,229.756,22.976,0,1,"04/30/2021, 16:53:33"
2.191,236.862,0.431,0.23,229.745,22.974,0,1,"04/30/2021, 16:53:34"
2.191,236.839,0.431,0.23,229.763,22.976,0,1,"04/30/2021, 16:53:35"
2.189,236.858,0.431,0.23,229.849,22.985,0,1,"04/30/2021, 16:53:36"
2.188,236.883,0.431,0.23,229.784,22.978,0,1,"04/30/2021, 16:53:37"
2.187,236.985,0.435,0.232,231.81,23.181,1,1,"04/30/2021, 16:54:23"
2.187,236.97,0.434,0.232,231.764,23.176,1,1,"04/30/2021, 16:54:23"
2.186,236.942,0.434,0.232,231.715,23.172,1,1,"04/30/2021, 16:54:24"
2.184,236.92,0.434,0.232,231.565,23.156,1,1,"04/30/2021, 16:54:25"
2.185,236.906,0.434,0.232,231.485,23.149,1,1,"04/30/2021, 16:54:26"
2.184,236.877,0.434,0.231,231.415,23.141,1,1,"04/30/2021, 16:54:27"
2.184,236.835,0.434,0.231,231.32,23.132,1,1,"04/30/2021, 16:54:28"
2.185,236.822,0.434,0.231,231.304,23.13,1,1,"04/30/2021, 16:54:29"
2.186,236.83,0.434,0.231,231.327,23.133,1,1,"04/30/2021, 16:54:30"
2.187,236.858,0.434,0.231,231.389,23.139,1,1,"04/30/2021, 16:54:31"
2.187,236.911,0.434,0.231,231.299,23.13,1,1,"04/30/2021, 16:54:32"
2.186,236.965,0.433,0.231,231.165,23.116,1,1,"04/30/2021, 16:54:33"
2.186,236.999,0.433,0.231,231.055,23.105,1,1,"04/30/2021, 16:54:34"
2.187,237.01,0.433,0.231,230.966,23.097,1,1,"04/30/2021, 16:54:35"
2.187,236.967,0.433,0.231,231.033,23.103,1,1,"04/30/2021, 16:54:36"
2.187,236.917,0.434,0.231,231.191,23.119,1,1,"04/30/2021, 16:54:37"
2.188,236.893,0.434,0.231,231.235,23.124,1,1,"04/30/2021, 16:54:38"
2.188,236.895,0.434,0.231,231.278,23.128,1,1,"04/30/2021, 16:54:39"
2.189,236.935,0.433,0.231,231.247,23.125,1,1,"04/30/2021, 16:54:40"
2.191,236.965,0.433,0.231,231.226,23.123,1,1,"04/30/2021, 16:54:41"
2.192,236.974,0.433,0.231,231.309,23.131,1,1,"04/30/2021, 16:54:42"
2.19,236.982,0.433,0.231,231.333,23.133,1,1,"04/30/2021, 16:54:43"
2.189,236.969,0.434,0.231,231.314,23.131,1,1,"04/30/2021, 16:54:44"
2.19,236.917,0.433,0.231,231.256,23.126,1,1,"04/30/2021, 16:54:45"
2.19,236.865,0.433,0.231,231.252,23.125,1,1,"04/30/2021, 16:54:46"
2.189,236.835,0.433,0.231,231.326,23.133,1,1,"04/30/2021, 16:54:47"
2.188,236.819,0.434,0.231,231.35,23.135,1,1,"04/30/2021, 16:54:48"
2.188,236.82,0.434,0.231,231.407,23.141,1,1,"04/30/2021, 16:54:49"
2.189,236.831,0.434,0.231,231.491,23.149,1,1,"04/30/2021, 16:54:50"
2.189,236.842,0.434,0.231,231.52,23.152,1,1,"04/30/2021, 16:54:51"
2.19,236.856,0.433,0.231,231.605,23.16,1,1,"04/30/2021, 16:54:52"
2.19,236.869,0.434,0.232,231.659,23.166,1,1,"04/30/2021, 16:54:53"
2.188,236.875,0.434,0.232,231.636,23.164,1,1,"04/30/2021, 16:54:54"
2.188,236.88,0.434,0.232,231.562,23.156,1,1,"04/30/2021, 16:54:55"
2.187,236.887,0.434,0.232,231.578,23.158,1,1,"04/30/2021, 16:54:56"
2.186,236.899,0.434,0.231,231.471,23.147,1,1,"04/30/2021, 16:54:57"
2.185,236.929,0.434,0.231,231.427,23.143,1,1,"04/30/2021, 16:54:58"
2.185,236.992,0.434,0.231,231.427,23.143,1,1,"04/30/2021, 16:54:59"
2.184,237.054,0.434,0.231,231.391,23.139,1,1,"04/30/2021, 16:55:00"
2.185,237.089,0.434,0.231,231.423,23.142,1,1,"04/30/2021, 16:55:01"
2.185,237.098,0.434,0.231,231.467,23.147,1,1,"04/30/2021, 16:55:02"
2.184,237.041,0.435,0.231,231.401,23.14,1,1,"04/30/2021, 16:55:03"
2.184,236.953,0.434,0.231,231.309,23.131,1,1,"04/30/2021, 16:55:04"
2.185,236.881,0.434,0.231,231.233,23.123,1,1,"04/30/2021, 16:55:05"
2.187,236.824,0.434,0.231,231.192,23.119,1,1,"04/30/2021, 16:55:06"
2.188,236.808,0.433,0.231,231.139,23.114,1,1,"04/30/2021, 16:55:07"
2.188,236.83,0.434,0.231,231.215,23.122,1,1,"04/30/2021, 16:55:08"
2.189,236.871,0.433,0.231,231.176,23.118,1,1,"04/30/2021, 16:55:09"
2.19,236.928,0.433,0.231,231.187,23.119,1,1,"04/30/2021, 16:55:10"
2.19,236.985,0.433,0.231,231.195,23.119,1,1,"04/30/2021, 16:55:11"
2.19,237.04,0.433,0.231,231.18,23.118,1,1,"04/30/2021, 16:55:12"
2.189,237.062,0.434,0.231,231.207,23.121,1,1,"04/30/2021, 16:55:13"
2.189,237.083,0.434,0.231,231.151,23.115,1,1,"04/30/2021, 16:55:14"
2.188,237.089,0.434,0.231,231.184,23.118,1,1,"04/30/2021, 16:55:15"
2.188,237.077,0.433,0.231,231.193,23.119,1,1,"04/30/2021, 16:55:16"
2.187,237.049,0.434,0.231,231.201,23.12,1,1,"04/30/2021, 16:55:17"
2.187,237.01,0.434,0.231,231.103,23.11,1,1,"04/30/2021, 16:55:18"
2.187,236.966,0.434,0.231,231.145,23.115,1,1,"04/30/2021, 16:55:19"
2.188,236.904,0.433,0.231,231.101,23.11,1,1,"04/30/2021, 16:55:20"
2.188,236.811,0.433,0.231,231.063,23.106,1,1,"04/30/2021, 16:55:21"
2.189,236.729,0.433,0.231,231.095,23.11,1,1,"04/30/2021, 16:55:22"
2.191,236.665,0.433,0.231,231.077,23.108,1,1,"04/30/2021, 16:55:23"
2.192,236.608,0.433,0.231,231.167,23.117,1,1,"04/30/2021, 16:55:24"
2.195,236.557,0.432,0.231,231.198,23.12,1,1,"04/30/2021, 16:55:25"
2.196,236.518,0.433,0.231,231.204,23.12,1,1,"04/30/2021, 16:55:26"
2.195,236.477,0.433,0.231,231.146,23.115,1,1,"04/30/2021, 16:55:27"
2.194,236.445,0.433,0.231,231.042,23.104,1,1,"04/30/2021, 16:55:28"
2.196,236.434,0.432,0.231,231.059,23.106,1,1,"04/30/2021, 16:55:29"
2.197,236.437,0.432,0.231,231.091,23.109,1,1,"04/30/2021, 16:55:30"
2.198,236.442,0.432,0.231,231.118,23.112,1,1,"04/30/2021, 16:55:31"
2.198,236.464,0.432,0.231,231.177,23.118,1,1,"04/30/2021, 16:55:32"
2.199,236.483,0.432,0.231,231.188,23.119,1,1,"04/30/2021, 16:55:33"
2.201,236.51,0.432,0.231,231.232,23.123,1,1,"04/30/2021, 16:55:34"
2.201,236.548,0.431,0.231,231.172,23.117,1,1,"04/30/2021, 16:55:35"
2.199,236.565,0.432,0.231,231.201,23.12,1,1,"04/30/2021, 16:55:36"
2.201,236.604,0.432,0.231,231.25,23.125,1,1,"04/30/2021, 16:55:37"
2.202,236.657,0.432,0.231,231.329,23.133,1,1,"04/30/2021, 16:55:38"
2.203,236.699,0.432,0.231,231.392,23.139,1,1,"04/30/2021, 16:55:39"
2.204,236.739,0.431,0.231,231.34,23.134,1,1,"04/30/2021, 16:55:40"
2.204,236.774,0.431,0.231,231.379,23.138,1,1,"04/30/2021, 16:55:41"
2.204,236.812,0.431,0.231,231.352,23.135,1,1,"04/30/2021, 16:55:42"
2.202,236.846,0.431,0.231,231.368,23.137,1,1,"04/30/2021, 16:55:43"
2.2,236.88,0.432,0.231,231.343,23.134,1,1,"04/30/2021, 16:55:44"
2.197,236.906,0.432,0.231,231.4,23.14,1,1,"04/30/2021, 16:55:45"
2.197,236.912,0.433,0.231,231.446,23.145,1,1,"04/30/2021, 16:55:46"
2.199,236.907,0.432,0.231,231.364,23.136,1,1,"04/30/2021, 16:55:47"
2.199,236.907,0.432,0.231,231.34,23.134,1,1,"04/30/2021, 16:55:48"
2.197,236.919,0.433,0.231,231.32,23.132,1,1,"04/30/2021, 16:55:49"
2.195,236.939,0.433,0.231,231.281,23.128,1,1,"04/30/2021, 16:55:50"
2.194,236.958,0.433,0.231,231.331,23.133,1,1,"04/30/2021, 16:55:51"
2.193,236.975,0.433,0.231,231.39,23.139,1,1,"04/30/2021, 16:55:52"
2.192,236.976,0.433,0.231,231.438,23.144,1,1,"04/30/2021, 16:55:53"
2.192,236.971,0.434,0.231,231.478,23.148,1,1,"04/30/2021, 16:55:54"
2.19,236.982,0.433,0.231,231.389,23.139,1,1,"04/30/2021, 16:55:55"
2.19,236.983,0.433,0.231,231.276,23.128,1,1,"04/30/2021, 16:55:56"
2.19,236.983,0.434,0.231,231.23,23.123,1,1,"04/30/2021, 16:55:57"
2.188,236.991,0.434,0.231,231.127,23.113,1,1,"04/30/2021, 16:55:58"
2.188,237.019,0.434,0.231,231.128,23.113,1,1,"04/30/2021, 16:55:59"
2.188,237.054,0.434,0.231,231.186,23.119,1,1,"04/30/2021, 16:56:00"
2.188,237.085,0.434,0.231,231.194,23.119,1,1,"04/30/2021, 16:56:01"
2.19,237.104,0.434,0.231,231.279,23.128,1,1,"04/30/2021, 16:56:02"
2.192,237.112,0.433,0.231,231.348,23.135,1,1,"04/30/2021, 16:56:03"
2.192,237.115,0.434,0.231,231.404,23.14,1,1,"04/30/2021, 16:56:04"
2.192,237.114,0.434,0.231,231.372,23.137,1,1,"04/30/2021, 16:56:05"
2.192,237.105,0.433,0.231,231.324,23.132,1,1,"04/30/2021, 16:56:06"
2.192,237.07,0.433,0.231,231.366,23.137,1,1,"04/30/2021, 16:56:07"
2.191,237.04,0.434,0.231,231.418,23.142,1,1,"04/30/2021, 16:56:08"
2.192,237.001,0.434,0.231,231.421,23.142,1,1,"04/30/2021, 16:56:09"
2.193,236.957,0.433,0.231,231.47,23.147,1,1,"04/30/2021, 16:56:10"
2.193,236.917,0.433,0.232,231.585,23.159,1,1,"04/30/2021, 16:56:11"
2.192,236.9,0.433,0.232,231.719,23.172,1,1,"04/30/2021, 16:56:12"
2.193,236.896,0.433,0.232,231.745,23.175,1,1,"04/30/2021, 16:56:13"
2.193,236.916,0.433,0.232,231.727,23.173,1,1,"04/30/2021, 16:56:14"
2.193,236.941,0.434,0.232,231.756,23.176,1,1,"04/30/2021, 16:56:15"
2.191,236.971,0.434,0.232,231.818,23.182,1,1,"04/30/2021, 16:56:16"
2.192,237.014,0.433,0.232,231.687,23.169,1,1,"04/30/2021, 16:56:17"
2.192,237.047,0.433,0.232,231.62,23.162,1,1,"04/30/2021, 16:56:18"
2.193,237.087,0.433,0.232,231.633,23.163,1,1,"04/30/2021, 16:56:19"
2.193,237.122,0.433,0.232,231.674,23.167,1,1,"04/30/2021, 16:56:20"
2.194,237.153,0.434,0.232,231.713,23.171,1,1,"04/30/2021, 16:56:21"
2.194,237.185,0.434,0.232,231.783,23.178,1,1,"04/30/2021, 16:56:22"
2.193,237.201,0.433,0.232,231.658,23.166,1,1,"04/30/2021, 16:56:23"
2.192,237.215,0.433,0.232,231.699,23.17,1,1,"04/30/2021, 16:56:24"
2.191,237.218,0.434,0.232,231.59,23.159,1,1,"04/30/2021, 16:56:25"
2.188,237.215,0.434,0.232,231.567,23.157,1,1,"04/30/2021, 16:56:26"
2.188,237.206,0.434,0.232,231.628,23.163,1,1,"04/30/2021, 16:56:27"
2.188,237.19,0.434,0.232,231.593,23.159,1,1,"04/30/2021, 16:56:28"
2.189,237.174,0.434,0.232,231.608,23.161,1,1,"04/30/2021, 16:56:29"
2.188,237.156,0.434,0.232,231.62,23.162,1,1,"04/30/2021, 16:56:30"
2.189,237.145,0.434,0.232,231.629,23.163,1,1,"04/30/2021, 16:56:31"
2.189,237.127,0.434,0.232,231.637,23.164,1,1,"04/30/2021, 16:56:32"
2.191,237.099,0.434,0.232,231.644,23.164,1,1,"04/30/2021, 16:56:33"
2.191,237.076,0.434,0.232,231.69,23.169,1,1,"04/30/2021, 16:56:34"
2.192,237.051,0.434,0.232,231.764,23.176,1,1,"04/30/2021, 16:56:35"
2.191,237.038,0.434,0.232,231.866,23.187,1,1,"04/30/2021, 16:56:36"
2.191,237.022,0.435,0.232,231.968,23.197,1,1,"04/30/2021, 16:56:37"
2.191,237.017,0.434,0.232,231.968,23.197,1,1,"04/30/2021, 16:56:38"
2.19,237.011,0.435,0.232,231.911,23.191,1,1,"04/30/2021, 16:56:39"
2.19,237.002,0.434,0.232,231.785,23.178,1,1,"04/30/2021, 16:56:40"
2.189,236.989,0.434,0.232,231.642,23.164,1,1,"04/30/2021, 16:56:41"
2.19,236.963,0.434,0.231,231.505,23.15,1,1,"04/30/2021, 16:56:42"
2.191,236.941,0.434,0.231,231.477,23.148,1,1,"04/30/2021, 16:56:43"
2.194,236.928,0.433,0.232,231.47,23.147,1,1,"04/30/2021, 16:56:44"
2.197,236.931,0.433,0.232,231.508,23.151,1,1,"04/30/2021, 16:56:45"
